Ratings,Reviews,Ratings
1,"Not sure what all of these negative reviews about setup stem from, but I am suspecting people with certain generic or older phones are having issues with the app. I had a charge 2 and upgraded to this watch, already had the app on my Galaxy S10, it took me 5 min to sync and update the watch, piece of cake. It works fine, I'll update my review if an issues arise, but overall no issues.",5
0,"Got my daughter one of these for her birthday. She is an active health conscious kid. While washing her hands and brushing her teeth for bed, the watch fell off of the counter and to the floor. She picked it up and the screen was not broken but it was completely white. The watch was dead, no way to reboot it, called and talked to customer service and they said there is no warranty for accidental damage. The fitbit was 1 month old. They did offer to give us 35% off a new one. Well no thanks.....if it can't withstand a simple drop, it must be worthless. Buyer beware, these must be cheap.",1
0,Skip the Versa 2 and buy something else. It's sleek and works fine but they don't last. I have used Fitbit from the very beginning and i loved the brand but the Versa's are garbage. I went through multiple Versa's with little wear or tear. I never got them wet but the screen always popped out. I decided to try the versa 2 hoping this would be better and a little over a year I'm returning and getting my money back on another Versa. Luckily i purchased the insurance. I won't be purchasing another one.,1
1,"I love the ease of use, accuracy, the looks and appearance of it. The battery life is good too. It was so simple to setup with the app and start using right away I really love the pink color also. I've received lots of compliments on it and would recommend this to anyone wanting to track. It also has some convenient alarms, timers etc that really come in handy. When it's connected to bluetooth I can read/see my phone calls and messages also.",5
0,"It was fine while it worked but at just over a year since I received it the, watch face quit working completely. Contacted fitbit and after having me restart the device which didn’t fix the issue i was transferred to the warranty department who sent an email saying that my issue was outside the parameters of the warranty…. Whatever that means. This is the 2nd fitbit device that has stopped working on me at just over a year old. Will not be repurchasing another.",1
1,"The fitbit versa 2 works great. The only real issue I have with this product is with the band. 2 issues, 1. I don't know what the band is made out of but I developed a rash the second day of wearing it. 2. It is real hard chamfered the band. I found another band that works with this product where I don't break out and changing it was not easy took me 5 minutes. But the electronic part of it is great.",4
0,"Have had this Versa 2 for 3 months and it died!!!!!! It is an exFitbit. I tried to recharge it,, thinking perhaps that the battery was empty. That's when it became too hot to touch.Still trying to get a response from Fitbit. Their Customer Service has been very poor.. They did promise to send me a new one, but that has yet to happen. There has been no communication from them.My first Fitbit lasted for 2+ years, so I was confident in purchasing a new one. So far, this has not been a good experience.",1
1,"I bought a Versa 2 on June 1st and was very impressed with it. It automatically tracked my exercise and sleep. But when ioI too it off for a few hours on June 3rd, it said I was sleeping, and showed stages of sleep (light, deep, light, REM) and even me waking up a few times, I realized that Fitbit fakes it. And if it fakes that, what else does it fake? Can I trust anything from them? I'm going to return my Fitbit. I maybe the exercise stuff works; I haven't been able to independently test it, but sleep tracking is very prominent and very false.",3
0,"After spending $260 on this watch, it worked properly for 4 months and began ""ghost typing"" after 6. Around the year mark, the display began to flicker and go out repeatedly (until restarted and then would repeat within two minutes). When I finally reached out to the company, I was told that the only available option despite the continuous issues was a 35% discount on a new product. This makes this the most expensive watch I have ever purchased at more than $60 per month of operation and the only choice given to me by the company is to try it again on a new model.",1
0,"I've waited a whole year until I was able to purchase this item. Now that I was able to it's going back. The set up wasn't all that easy. My calls and mssgs were not popping up on the watch. I've messed around with the features for over and hour and I received one mssg, but, couldn't respond on the watch itself. I'll be returning tomorrow.I actually got more action out of a off brand Fitbit than this lol",1
1,"The Fitbit Versa 2 has been an excellent tool in relation to my post open heart surgery recovery. It helps me track steps and exercise and coordinates with United Health Care apps. The heart rate monitor is very accurate. It tracks sleep time, water consumption, weight, and other features which can be customized to the watch.. A very helpful tool for anyone needing to monitor their life patterns.",5
1,So first off I had the Blaze awhile back and while it was really good at everything except staying connected to my phone. I had not used it and then I saw the Versa 2 and bought it. The battery life is great! The step count could really be better. If I wave my arm etc it will count that as a step. The app is ok but I think it could be better. Sleep tracking seems to work fine but you have to pay for premium to get extended results and I don't appreciate that. It does do a good job of staying paired to my phone though.,4
0,"For the past 2 years my husband and I wanted to get a Fit Bit watch. Smart watches are in now and the technological capabilities of the watch really spiked our interest as we wanted to start to get fit. I finally bought mine on Cyber Monday and I was really excited to receive my new watch. To add the color was amazing, after all purple is my favorite color. The set up was straight forward and easy and I was able to wear my new watch in no time. The watch was good for the first 2 days then I realized that my hand felt like something was sticking it. I soon realized that is was the light on the back of the watch. It is so irritating no matter how much I adjusted the band. I was excited about the idea of tracking my steps and then I realized it was tracking steps as I was driving. Like really. Makes me question if the other items being tracked are even accurate. It has been less than a month wearing this watch and I have already gotten tired of this watch almost seems like a waste of money. It is also a bit bigger than expected and I realized it more when someone asked me about it and also commented on its size. The Versa 2 is a great idea that was poorly executed.",2
1,"What an awesome product!! I upgraded from the FitBit Charge 2 to the Versa 2, and I was extremely satisfied with the product.There is a slight learning curve becuase the Versa 2 is quite high tech, and the ‘upgrade’ and syncing the new FitBit to the app took about 45 minutes.Nevertheless, the Versa 2 is incredible!! I love the Alexa feature, the wallet feature, and all the fantastic FitBit features like sleep tracking and exercise features. The band it comes with is super comfortable, and hasn’t caused any skin irritations (but I take mine off to charge everyday, disinfect the bands, and leave it off for at least an hour). Keep in mind before I bought the Versa 2, I was already fluent with FitBit products.If you have fitbit products and are considering upgrading, upgrade to the Versa 2. You won’t be sorry!!",5
0,"I'm so angry about this purchase. The watch is basically just a step tracker and weak heart rate monitor. You only get all the programs it advertises if your willing to pay the $10/month Premium subscription. None of the Workouts, Mindfulness programs, etc are available without the subscription. SHAME ON FITBITUnless you are willing to pay an additional $10/month extra, you might as well pay for a much less expensive watch, and there are plenty of those available. I plan to return my watch.",1
1,"They really need to change their setup. It was a pain keeping it connected. Had to reboot the watch and phone SEVERAL times to get the update to get it online. I haven't used all the features yet, but so far the workout function for tracking is EXCELLENT!!!Overall, i'm glad I made the purchase just a painful setup...",4
0,"The media could not be loaded.
 Anything else is moot since this product suddenly stopped working. I can see the screen if I put it on charge....it says it’s charging but only one light bar is flashing and screen is blank after only 5 1/2 months of use.",1
1,"This is my first smart phone so I can’t compare it to anything, but I am very happy with my purchase. I bought it because I got into running almost a year ago and I found that it really helps my training. I use it to track my progress in pace, time, and distance. I run on hilly routes so I was happy that it also tracks elevation. I also like the heart rate monitor. The GPS seems accurate for distance. I used my Fitbit for a 10k and a half marathon along with another app that I was required to use and both measured the same distance. The heart rate monitor seems comparable to a treadmill that I used in the past before I started to run on the road. I don’t use the watch while sleeping because I don’t like to wear it went trying to sleep. Overall it does a good job for what I bought it for and I am happy with my purchase.",5
0,"I've had this for about a week and I am still struggling with connecting it all to be fully functional. Undecided whether or not I'm going to return it. I've spent at least 3 hours getting this thing set up and I still can't get music on it (personal or spotify). I've spent an unreasonable amount of time googling how to get things to work right on it and I'm usually pretty good with technology. Not user friendly at all. If you are going to buy it, do it on a day where you can dedicate half the day setting it up.",2
0,"This was my first smart watch and liked the features it offered. The big downside was when I ran the same route, approximately 4 miles, I would get different distances covered, sometimes more, sometimes less, off by as much as 1/8 mile. After 10 months, the screen went black and it took numerous hours to get it back up and running following numerous suggestion. then about a month later, the screen would become scrambled, but always cleared up after some time. At that point I should have contacted Fitbit to return, but didn't, and about 6 weeks later it wouldn't charge. I followed all the instructions to no avail. I contacted Fitbit and they said it was out of warranty but gave me a 35% discount on a new Versa 2, but could not be used for Versa 3 or Sense. In my opinion, poor customer service and it should be for any of their products. Do I want another Versa 2 that died after 14 months? UGH",2
1,"I wear this almost every single day. It tracks your sleep very well unless you lay in bed completely still for a while after you wake up it thinks you are sleeping (which is probably for obvious reasons.) It tracks your heart rate amazingly well and there are lots of different faces you can get on it. I track mostly my steps, calories burnt, heart rate, activity minutes, and sleep. All of them can be found on your watch except the sleep, which you can just open the app and see.",5
0,"The watch quit working within 5 months. I went through the warranty claim process and received a new watch. 5 months later, the watch quit working again. I am now going through the warranty process again with the possibility of not receiving a replacement, as they have lost my watch even though it was delivered to the return agent. Customer service is horrible and the watch is a piece of crap. BUY A DIFFERENT BRAND!",1
0,"I have been a loyal Fitbit user for a while, and overall enjoy the functionality of the Versa 2. I've had my Versa 2 for about 9 months and recently the band started getting loose. Before I could recognize it as a real problem, it broke off my wrist while I was walking in my neighborhood and it was too late before I realized it.Due to the issues with the wristband, I consider this a damaged product & covered under the warranty for defects in the material or workmanship. After speaking with CS they told me that if I reported the issues *before* it broke off my wrist it would've been considered damaged, but since it ultimately fell off and could not be found it is considered lost - which conveniently does not fall under the warranty. In the new Versa 3 they've actually re-designed the band to make it less likely to break off too.If you don't want to be forced to buy a new product for a couple hundred dollars every few months, I recommend spending a bit more up front for a product that will last & company that won't screw you in the warranty policy. After 5 years as a loyal Fitbit user I'll be looking into another smartwatch brand.",2
1,I seriously feel like this is a game changer… I discovered adventure walks and discovery challenges it really keep me motivated… the food tracker has everything in it including 3 meal and 3 snack sections it breaks down everything into sections so you can see if your where u need to be. There are so many features I can’t begin to tell you… Just buy one and u will see!!!!!Someone gave a lot of thought to creating this product!As far as any negative… Why did I wait so long to buy one,5
0,"Loved it at first but then the problems started. The synchronization was off, then the screen touch wouldnt work then the button would not respond. I've reached out to fitbit but all they do is give me the run around. All I asked for was to fix it. They wont do it. I keep doing the reset over and over and still had problems with it. Do not buy this product until they fix all the crap wrong with it first.",1
0,"The fitbit versa 2 is an okay item. I honestly wanted to try it since I owned a fitbit charge 2. I was under the impression it was an upgrade. It clearly is not. Yes you can control spotify and pandora music apps from your wrist, but only on a premium membership purchase. The fitbit versa 2 does not have its own speaker to listen to the music. Basically you are paying for the newest but yet has only one difference the touch screen is color. The notifications are the same as the fitbit charge 2..just with a color screen. This is a conplete let down.",1
1,"I love this thing! I got it after getting my mother in law something for Christmas because I wanted to track my daily steps and get a better idea of my daily activity. It has kept me motivated and provided a lot of insight into my activity each day, including how well I slept. It’s stylish, charges fast, works really well, and I would definitely recommend it to anyone who just wants to learn more about their bodies.",5
0,"Do not buy this watch unless you want to spend the extra money for the extended warranty or service plan. Otherwise buy it directly from Fitbit so it is automatically under warranty for 1-year. I bought mine in January and about three months later it won't pair with my phone, the Fitbit app or any of my exercise apps. There's not a thing I can do about it. It's now just junk. Expensive junk!",1
0,"I had a Charge 3 for a year and was very happy with it. I decided to update to the Versa 2 because I wanted something I could listen to media with, in particular while swimming. From the product description, this appeared to be something this device could do. Alas, the optimistic product description belies some pretty huge limitations.Firstly, there are serious limitations on what media you can put on the watch. The product description says you can ""control spotify, download Pandora stations and add Deezer playlists"". The devil is in the details here - firstly, you can't download any of your Spotify content to the watch itself, so you'll need to have your phone with you if you want to listen via Spotify. It's just a glorified remote control for Spotify. For Pandora you only get 'stations' - playlists pre-made by Pandora which, for the most part, aren't very good. Deezer is the best - at least you can make your own playlists - but whenever I hit the 'play' button on the watch, the only thing that happens is it disconnects my speakers (I've tried several speakers). So, too buggy to use, at least for me.Secondly, note that there's no podcast support. Neither Pandora stations nor Deezer playlists can contain podcasts. So you either have to download playlists and upload them manually via the FitBit Connect app, or you have no podcasts. Just music.Finally - the FitBit Connect app is not available for Linux users. Come on Fitbit, I know we're a minority but we're not that uncommon amongst the upwardly-mobile 30-somethings who probably make up your core demographic. So if you're a Linux user, you'll be stuck with Pandora and Deezer which, as I've explained above, don't seem to work - at least not very well.Given that the ability to play media seems to be the major advantage over the Charge (the contactless payment on your wrist is cool I guess, but not that many retailers accept contactless payment anyway), one wonders how FitBit justifies offering this dubious 'upgrade'.",2
0,"This was the replacement for the first Versa 2 which completely failed to connect to any network/bluetooth.This worked ok (never great) but it started loading playlists that did not exist and generated errors.We factory reset the watch, the lists came back. Uninstalled the app, reset the watch again and now it won't get past the startup logo.Waste of Money.Fitbit's support articles are a joke. They frequently tell you to push both of the buttons on the Versa 2.. which only has ONE BUTTON.The steps they provide for support are always the same. Reboot. Factory Reset. Wash...rinse... repeat.I can't count how many forum posts end with ""and they sent me a replacement"".I regret getting this watch for my wife and will not be buying any future FitBit devices.",1
1,"Connectivity problems with headphones,will not find any of my headphones. I tried removing headphone connection to my other devices and then tried to have versa 2 connect to headphones and no such luck. Versa 2 wanted to constantly connect to my smart tv but never found blue tooth head phones. When at fitness facilitytried to have versa find headphones and still not able to connect. Only way to listen to music is if headphones are connect to my phone. I was hoping to not have to carry my phone around when walking or working out. If you have Fitbit app on your phone and other devices you can not keep connected to all it will only connect to one. I had to remove Fitbit versa 2 from all other devices and only keep it on my phone and was able to keep it connected.I do like the watch and how easy it is to swipe thru on the screen. Battery is long lasting. I like the fact that it is waterproof. The exercise app is great,you can go thru each exercise and track your activity. I do not use the sleep,the watch is bulky to sleep with,I never slept with my other Fitbits. Do not get the covers that fit over the face they do not fit correctly. I bought the face shields to protect face from scratches and returned the plastic covers.",4
0,"The media could not be loaded.
 Like the title alluded to this is two reviews in one. I will review the product itself, Versa 2 watch, and Fitbit as a company.First the watch. Versa 2 is all in all great fitness watch. For the price, there are some compromises but if you’re aware of it, it can be a great value. For me, all I want is to exercise/run/lift with my music (mp3 and aac) and have the ability to track my heart rate zone during the activities and not cost over $200. I don’t really want or care about sleep tracking, 24/7 heart rate tracking, GPS mapping, text notifications, streaming services, etc. I’ve inherited few analog watches that I rather wear on a daily basis. And I really don’t see the point of some of the features of a smart watch when my phone is nearby. So if you’re thinking that my needs are simple and it can be easily fulfilled. You will be wrong. Shocking wrong. Most watches can’t store music or cost over $400. This watch is one of the very few that can. So I was very excited for this watch.Setup was simple enough on the iPhone but uploading music is a very cumbersome process. You can’t upload music from your phone to the watch, you have to do it from a Windows PC or Mac. While the watch communicates with the phone over Bluetooth, music uploading is done over WiFi. But the WiFi is not turned on automatically, you’ll have to initiate the process from both the watch and PC. Also you can’t download music directly from the streaming services such as Pandora or Spotify to the watch, the watch apps are just to control the services on the phone only.Thus a big compromise emerges. It requires your phone to do all the “cool” stuff you want. Stream music on Pandora/Spotify/Deezer, Strava GPS mapping, Alexa voice command, etc. It all needs a phone nearby. For me, I don’t want to carry my phone during my activities and if I did, wearing a watch is pointless and redundant. So a lot of these services I can’t use. If you understand this compromise, this watch can be great for you.Sadly I only had my watch less than an hour before it inexplicably started to freak out by flashing the Fitbit logo on and off (see the video). By perusing their community forums for answers, not only did I found out that this is a common error but it can be fixed by doing a hard reset. Hard reset basically resets it to factory settings and you have to setup the watch all over again. Which can be a 10-15 min process. Now a pattern emerges, after setting my watch anew, the logo flashing behavior will rear its ugly head after few hours. After a few more cycles of this madness and when it couldn't even be revived any more, I contacted Fitbit support.Thus my second part of the review. The Fitbit company and its policies. They were very responsive to both Twitter DMs and emails and they seemed eager to help. But their policies have a lot to be desired. It’s very clear that my watch was defective from the factory and all I wanted was a new retail replacement. But they sent me a refurbished watch face only (see the image). While I have a working watch, I felt like I paid full retail for a refurbished watch and that didn’t sit right with me. After a week of trading emails communicating my desire for a new retail replacement, they wouldn’t budge and hid behind their policy. I would’ve been fine with the replacement if my watch was 3 months old. But it was broke from the start.. Funny thing is that any big box retailer would have traded it for another without any questions but Fitbit directly flat out refused to do so. I thought of keeping it but it bugs me that Fitbit is acting this way. It’s kind of petty but I’ll not let Fitbit win. So I’ll be returning my watch.3 stars for the watch, 1 star for the company’s behavior. So two stars from me.",2
1,"The face on my Apple watch shattered and it was going to cost almost as much as a new one to get the face replaced so I decided to go back with FitBit. Best decision ever! I feel the FitBit does a better job of tracking my steps/heart rate/etc over the Apple Watch. Even better, a single charge lasts for DAYS whereas the Apple Watch had to be charged nightly. I'm very happy with this purchase and would highly recommend it over the competition.",5
0,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.
 Purchased in April 2021. Worked great for 9 months - used it for half marathon training and keeping track of workouts, was very happy with it until this morning, when all it will do is this flashing white screen. My best guess is that the 'waterproof seal' wore out. I never wear it in the shower or to swim, so the moisture would just be from sweat during workouts. Too expensive for only 9 months of use!",1
0,"7 months and the thing is dead. It was charged and just died, I don't know why I keep buying these this is the 2nd one to just up and die and customer service not good, they can't help me unless I reset and they can see data, can reset a dead piece of crap, this is a different version compared to the last one but I'm done, I would not recommend this at all or any other fitbit product.",1
0,I am using my second Fitbit Versa 2 and once again it did not hold up in the water. It has a swim mode and I swim laps and my Fitbit ended up first losing the ability to monitor heart rate and then a week later completely died. I am not happy about that. I have given up on the fitbit being able to handle my adventures. It didn't make it.,2
1,The versa 2 is comfortable to wear and the purple and rose gold color looks very good. I like how it tracks my sleep accurately and is able to play my Spotify music. The only problem I have is that I have to take it off when I am doing stuff like typing on my computer or sewing because it counts my arm moving as steps even though I'm sitting down lol.,5
1,"I love my new Fitbit Versa. My Versa lite had stopped tracking heart rate, so it stopped tracking sleep, mindfulness and cardio fitness. I love the voice response to texts, clock face changes. The only drawback is that it doesn't have a longer battery life than the Versa lite. It lasts about 4 days depending on if you use the constant display. I have had a Fitbit since 2015.",5
1,"For the price, it's a good buy. The only thing I don't like which is actually major is you have to keep the Fitbit app running on your phone at all times to get full functionality of apps such as Alexa.Other than that, it works great. Another not so nice thing is you can't broadcast your HR to devices such as a bike computer or 3rd party apps.I had to buy a HR chest strap for that so I no longer need my watch for working out.",4
1,"Great device... Very well laid out and designed. Step up from the Samsung Galaxy watch from the prospective of accurate sleep tracking. Battery life is amazing... Don't assume this thing is like a Samsung watch or other Android watches. It is truly nothing like one at all. The UI is clunky. It doesn't feel like a device designed for a hard core smart watch nerd. But where this device is totally separate from others is in its exercise tracking. There is one huge flaw and reason why I gave this a 3 star review. Step tracking is not accurate even with specification of hand. Instead this device has the tendency to track steps by simple wrist movements. Other features like heart rate or other forms of exercise are tracked well ... A bit disappointing they can't filter out these unwanted steps.I'd suggest you buy this if you want more accurate sleep tracking, heart rate and superb battery life with 80/85% accuracy on step counting. This metric was compared against SAMSUNG Galaxy Gear 3, and 2.",3
0,"The device is beautiful, the sleep tracking is great, the app is very user friendly, the heart rate monitor and calorie tracking is nearly useless. It overestimates your calorie burn by thousands if you're an active adult, and worst of all it's a fitness tracker that doesn't track correctly when you're sweaty. What's the point?I was doing high intensity cardio to the point I could barely breath and the heart rate on this thing was showing 60BPM. A quick check on the arc trainer showed 150 which made more sense as I was out of breath. I had read in other reviews that it would dip down sometimes but this was for a solid 30 minutes of the workout. I figured it was malfunctioning until I did a Google search and found it was a common issue... Sent it back within 3 days of receiving it.",2
0,"I've had mine for about a year and wish I wouldn't have purchase it. It's useless for listening to music unless you feel like shelling out more money for premium music services. Alexa NEVER works (for anyone, check the forums). It keeps locking me out even though I never touch the damn thing. It loses Bluetooth connection with my phone constantly. This thing is going in the trash and I'm getting a Samsung instead.",1
0,"I purchased my FitBit Versa 2 on Jan 2020. It stops working last week. It sat on the charger but the screen stay black. No power, no response whatsoever. It's fully charged and I did not drop it even once. It's just stopped working one day. Press and Hold the button for 10 seconds DO NOT WORK. It's a dead device now. Money wasted. Very upset.",1
1,The watch came well packaged and with enough charge to get it set up and going for the day. I love the color and the screen displays very clear. The band is also very comfortable and I’m sensitive to everything. I used our heart rate and oxygen monitor to compare the heart rate and it’s very accurate in that respect. The sleep was slightly off and had my bed time as sooner but I also normally have a low resting heart rate and don’t do much before I actually go to bed.,5
1,Trying to change the watch bands is absolutely ridiculous! I have broken three nails and one watch band trying to change it! I was debating on which kind of smartwatch to get. I've not had much luck with Fitbits they seemed only last me a year. But I decided to try it one more time and I got the versa 2. it is virtually impossible to change the watch bands and if you look online that's all everybody complains about is it is impossible to change the watch bands. You need to work on that. Believe it or not I don't think I'll ever buy another one mostly because of that,3
0,"This watch is very appealing on the wrist! Love the touch screen and the ease of use. But every time I use it on my run the distance tracked it completely off!! I bought this watch solely to track my runs, distance and time; it is very disappointing that I cannot do that. I do run with my phone for the location as the FitBit needs to connect to it for location tracker, but over half of the run the watch says ""connecting"" and stops tracking. It is so disappointing that cant use this watch for the purpose I purchased it for.",2
0,"10 months, that is the life of this device. My heart rate monitor got stuck. Factory reset the device and repaired it to the app. Fixed it for about 5 minutes then got stuck again.Fitbit replaced it with another broken device.This device would not sync steps from my versa 2 to my app. Two devices in less than a year. Not worth this money. Now im fighting with them to send me a new device but they wont send me a new device without send my old device back? you can see why im uncomfortable sending them anything if they have failed twice. Buy a GARMIN instead.",1
1,"I had got this because my mother really wanted a smartwatch, but I didn't want to spend a large amount of money on one when most of it would go unused. I think if you can get this at the price I did (120), then this is probably the best bang for your buck you can get. I see the versa 3 is out now though and that does have google assistant instead of alexa, so I would recommend that over this one any day",5
1,"I have one for myself and bought one for my fiancé. We both love them.I have an android, so the talk to text feature works for mine.",5
1,At first I was so excited to get this watch. I had the Alta a few years ago and loved it. Then I got this one. I prefer the Alta. Simply because it really seems like you’re paying way more than what this device is actually worth and you can get the same features on cheaper smart watches.,3
0,"Purchased the watch as a gift for my mom a few months back and the screen popped off out of nowhere. My mom is the definition of careful so I know for a fact this was a quality issue. Will not purchase this junk again, definitely learned my lesson and sticking to Apple Watch",1
0,I bought this to get the fitbit exercise tracking but also wanted a smart watch that notified me of email and texts on my phone. It was easy to set up and worked fine for a few weeks but then lost connectivity with my Apple iPhone. i reset and again it worked for a few weeks and stopped. did this for several months and finally gave up. stopped wearing completely after 6 months. great for fitness not so much for other applications,2
0,"The media could not be loaded.
 This arrived obviously used and with tiny scratches on the screen, the box was ripped open and there was no protective film on the screen. It seems like this was dropped or something because the touch screen is not sensitive to touch.I've contacted the customer service number with fitbit, I am waiting on their action. I paid for a new one and the 3 year warranty, I am extremely disappointed. 😔",1
0,I’ve thus “lite” version and this kinda! I’ve had to get him total 4 watches places because the face/screen on the watch literally pops off. I’ve always wondered if other people have had this same problem cause there’s no way I’m the only one! It’s ridiculous. I love the app and al the features but the watch it’s self is just a waste of money at this point. They don’t last a year! Luckily I have been able to get them replaced under warranty but the one that’s being sent to me now is my last Fitbit!,1
1,Nice large screen with an intuitive interface. Very long battery life. Accurate tracking of sleep and heart rate. I really wish the app supported Audible and wonder why it is taking Fitbit so long to activate its SpO2 sensor to track sleep apnea.,5
0,"Watch has not worked properly since purchase, contacted Fitbit and after 45 minutes determined that they could not help and that they would send a replacement. Product was 6 months old and I had purchased the extended warranty of 2 additional years. They made me send it back first and I did not receive the replacement for another month (no credit to the warranty and would not just credit it back to my account). The replacement would not load correctly, contacted them once again and the agent told me to read the directions. I explained that I had and they proceeded to tell me that they could not help. I asked to speak with a manager and the agent told me that I would get an email.The customer support is horrible. I have been a customer for years and will never purchase another product from them again.",1
0,"No direct phone interface. Does not play music unless you pay for a service supported with a watch app and you pair BT to watch--as in, if I want to pair my headset, now I cannot use that to take calls b/c paired to watch, not phone.No texts or phone notifications.No Android Pay. Fitbit Pay works at Target but not at Fred Meyer, not at Starbucks, not at fast food. The technology is supported, but the commercial billing side isn't. No regional banks or C/Us supported either, but they do take American Express. All told, I was using it as a watch that told me how long I slept--but also only if I manually switched on Sleep Mode and unlocked the watch first thing. Otherwise in the bathroom, I was considered in ""light sleep.""",2
1,"After one week it seems to work just as advertised. I'm very pleased with it overall. Great to track my activities with the long battery watch I don't find myself constantly looking at the battery meter.The only qwirk I found cones when there are software updates. It seems to take much longer to push updates from the phone to help watch than it does other bluetooth devices. Could be data size. But it took about 1-1.5hrs to update when I first got it.Update 02-Jan-2022: Two years later, this device is still going strong. At 1 year, I splurged and bought about 8 watch bands from a few 3rd party vendors, the bands made of varying materials (i.e. metal, cloth, rubber, wood, leather) and colors. This was a nice upgrade and I now wear the Versa2 as my primary watch and it works for most occasions just by switching out the bands.",5
1,"It is a beautiful watch but there is something wrong with it. It does not hold a charge. I have to charge it every day. I only use it for steps and time. No music or apps. I bought two of these, one for my daughter and one for myself. She has to charge hers everyday as well. The last watch, which was a Fitbit watch kept a charge for a week. So tell me why I go from a weeks charge to charging every day?",3
0,"I really like the features; however, this is my second Versa that has died. The first one, I foolishly believed the manuel that I could go swimming with it since it tracks swimming! Nope, not completely waterproof.Now this second one has died for no apparent reason. The screen became static so I held the button down to restart it mutiple times, then left it on the charger for two days and it came back to life ( it had plenty of charge when this started).So a week later the screen turned white and now has completely died. Needless to say I won't be wasting my money again.",1
1,My wife has been using the Fitbit Versa for a few weeks now. Overall she likes it but there are a few issues. 1. You can stream music from your watch but you need to have a subscription to Spotify or Pandora. We have a subscription to Amazon Music but that doesn’t work with the watch. 2. The screen is supposed to come on with movement or when you touch it. That feature only works half the time. 3. The pay feature only works with certain banks and certain locations. These are all features that Fitbit highlights but there are lots of caveats.,3
1,"I do not like how the fitbit connects/interacts with MyFitnessPal. My fitness watch prior did not give me as many issues. The watch will do and the app is tolerable. Not what I was hoping for. The app seems to have more ""extras"" than some of the basics or even filter options I'd like.Example, my workouts completed. I would like to be able to edit them. (For example treadmill runs with inaccurate distance) I'd also love if I could sort them/filter them by type to compare and see my progress. I'd like to clearly see calories burned during the exercise.",4
0,"This device stopped working after 91 days of use. The device screen would not turn on after attempting restart, after full charging, after syncing. I contacting Fitbit support and they could do nothing to fix it and I have to ship it to them. I want a refund and not a return but they only support refund up to 45 days. I'm afraid to have it replaced as this may happen again I am guessing which is very sad. I enjoyed using this for sleep tracking and activity tracking, but I have to consider a device from another company. Buyer beware!",1
1,I am SO happy with the Fitbit Versa 2! I know I’ve only had it awhile but it is exactly what I wanted it for: activity and health and fitness. Perfect for that and perfect price!! The amazing thing on the watch is how light it feels! I read that from someone’s review and it’s true! All of the faces are pretty large for my small wrist but I’m used to that now and it’s smaller than some. All Roy d perfect for me! Very happy! I’ve had a Fitbit years ago and I’m still happy with them,5
1,"Got this for my girlfriend to help her track and manage her anxiety. Between the heart rate monitor and built-in breathing/relaxing exercises, she says it has been a huge help and has enabled her to see when she is becoming anxious before she even realizes it and helps her to calm herself down. Lastly, it makes her more excited to work out because she likes seeing/tracking her progress. Definitely a great purchase!",5
1,I got this in the rose gold color and it is really nice. It is not too big. I love the color. It has been easy to use. I don’t have a big desire to use all the functions so I am happy with the simple things I got it for. Steps. Heartbeat. Calories. Etc. The Fitbit app works great. It does motivate me to see those steps and want to get them up. Not always ha ha. Everyone has to have a couch day once in a while.,5
0,"My account was hacked into well over 3 weeks ago and the hacker changed my email address on my account. Since my email address was changed, I have been unable to log into the fitbit app. I contacted Fitbit support and they have provided no resolution. Every time I call (at least 4 times now) and provide the case number, they simply state that it has been escalated to the security team and they will contact me. I asked to speak to the security team and they say that is not possible. I also spoke to a supervisor who provided the same feedback and was extremely rude to me. On my latest call I asked if it was possible for me to return the product at this point since I haven't been able to access my data for weeks..... Fitbit said since I purchased my versa on Amazon, they are unable to process any type of refund. What is the point of having a fitbit if i cannot access the app? esp when I am paying for premium features!My girlfriend has also had recent problems with her fitbit and provided similar feedback - unacceptable customer service. Her fitbit had a huge white line going down the center of the screen & literally melted while on the charger.Do yourself a favor & skip Fitbit. I am going to pay the extra cash for an apple watch.",1
1,I found this very hard to use. Watched you tube to try to figure it out. I’m 65 so I had my daughter who is “techy “ help me. She worked on it and finally said I should just get an Apple Watch. So I traded it. So much easier!!!! I got a version 3 so it wasn’t much more than the Fitbit.,3
0,"this has been my daily watch, and the band just fell apart. Watch features are okay, but watch itself is just not that durable. I am 55 years old, do nothing strenuous and the band came apart today.will be calling to see if it is under warranty, but this watch is just not well made.Would not recommend. Will look at a garmin for the future-much better made watch.",1
1,You can't go wrong with a Fitbit. They are consistently voted number one in fitness trackers for accuracy. Over the years I have upgraded my tracker to the latest technology and have never been disappointed. I really like the Versa 2 because it can get wet and keep working. You can download your Itunes to it and have one les device to carry. You can spend hundred more or other smart watches but they aren't any better.,5
1,I've had the moto360 and Pebble. When Fitbit bought and abandoned Pebble I had written them off. Well after a year or so of missing having a smart watch and hacking my old Pebble to work again I got the versa after seeing my wife enjoy her charge 3. I wish I had bought this sooner. This is everything I need in a smart watch and most of the things I want. The health tracking is too notch and really motivates me. The sleep tracking is fascinating and is getting me to try to get better sleep. Notifications are helpful and the battery life is amazing!,5
